2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
1.977860691328273E-12 2.246362988807359E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
1.0162038391699515E-13 7.009420516209431E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
1.0162038391699515E-13 7.009420516209431E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
1.0162038391699515E-13 7.009420516209431E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
1.0162038391699515E-13 7.009420516209431E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
1.0162038391699515E-13 7.009420516209431E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
1.0162038391699515E-13 7.009420516209431E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
1.0162038391699515E-13 7.009420516209431E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
1.0162038391699515E-13 7.009420516209431E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
1.0162038391699515E-13 7.009420516209431E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.0162038391699515E-13 7.009420516209431E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
1.0162038391699515E-13 7.009420516209431E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
1.0162038391699515E-13 7.009420516209431E-13 
2.166739759022728E-12 1.0357748313461109E-13 
1.977860691328273E-12 2.246362988807359E-13 
2.8294615093716264E-13 2.9199428748753075E-13 
