1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
1.1978955584059843E-15 3.4632785930592215E-15 
